-j,26,55
-j,27,57
AT,58,32
AT,71,43
AT,72,44
Aw,82,43
Aw,83,44
LY,48,32
PA,71,42
PA,72,44
"T,",40,51
"T,",41,52
T-,35,32
T-,50,43
T-,51,44
TA,58,32
Ta,58,42
Ta,59,42
Ta,59,43
Ta,60,43
Ta,60,44
Ta,61,44
Te,47,33
Te,48,33
Te,48,34
Te,59,42
Te,59,43
Te,60,42
Te,60,44
Te,61,44
To,49,33
To,49,34
To,50,33
To,60,42
To,60,43
To,61,44
Tr,40,32
Ts,57,43
Ts,58,44
Va,66,43
Va,67,44
Ve,67,43
Ve,68,44
Vo,67,43
Vo,68,44
WA,94,43
WA,95,44
We,67,33
Y-,36,32
YA,59,32
Ya,48,33
Ya,65,42
Ya,65,43
Ya,66,43
Ya,66,44
Ya,67,44
Ye,48,33
Ye,48,34
Ye,49,33
Ye,49,34
Ye,65,42
Ye,65,43
Ye,66,44
Yo,50,33
Yo,51,33
Yo,51,34
Yo,52,33
Yo,52,34
Yo,64,43
Yo,65,42
Yo,65,43
Yo,65,44
Yo,66,44
ff,32,43
ff,32,44
ff,33,43
ff,33,44
ff,33,45
ff,34,45
ft,31,43
ft,31,44
ft,32,43
ft,32,44
ft,32,45
ft,33,45
rf,33,44
rf,34,43
rf,34,44
rf,34,45
rf,35,45
rw,58,31
rw,59,31
rw,59,32
rw,60,32
