制,33,62,6,3,38,2,10,62
刷,35,59,7,3,39,2,9,61
刷,36,59,7,3,39,1,10,61
刹,33,60,5,4,36,3,9,60
刻,1,1,1,26,47,2,15,55
刻,35,61,5,4,36,2,10,60
刻,36,60,3,5,35,1,10,62
刻,36,61,4,4,36,3,10,60
刻,37,60,2,5,35,1,11,62
刻,37,60,2,5,35,2,10,62
刻,37,60,3,4,35,2,10,62
剂,35,63,5,3,34,2,10,61
剃,32,62,8,3,39,3,9,61
剃,33,62,7,3,39,3,9,61
則,24,47,6,3,23,2,10,55
則,32,57,6,5,42,2,10,59
則,34,59,5,4,39,2,10,62
剎,35,63,5,4,39,1,10,63
剑,36,61,5,3,35,2,10,60
剑,37,60,4,4,35,2,10,60
剛,34,59,7,3,39,1,9,62
剧,37,57,5,4,34,1,10,62
剩,39,60,5,3,34,1,9,62
副,29,57,8,3,38,3,9,62
副,33,58,5,4,35,1,11,61
割,34,63,6,2,40,1,10,60
割,34,63,6,3,40,1,9,60
剷,38,63,5,3,39,1,9,62
卦,32,59,7,3,61,5,10,20
卧,29,53,7,4,61,3,13,19
卧,29,53,8,3,61,4,12,19
卧,33,56,6,5,63,3,14,22
卧,33,56,6,5,64,3,14,22
卧,34,57,5,6,65,2,15,23
卿,15,52,1,16,37,2,16,47
卿,17,58,2,19,56,3,14,57
吖,18,45,2,15,20,1,20,56
吖,18,45,2,20,56,1,15,19
吖,18,45,2,20,56,1,15,20
吖,18,45,3,19,56,1,15,20
吖,19,47,5,10,17,2,16,60
吖,19,47,5,11,16,1,17,60
吼,14,47,4,18,57,5,16,58
吼,15,47,3,19,57,5,15,58
呤,13,43,2,10,50,1,29,58
呤,13,43,2,10,51,1,29,58
呤,14,43,1,10,50,2,29,59
咐,15,44,3,14,60,2,21,60
咐,15,44,3,15,60,1,22,60
哟,14,45,3,18,53,1,20,59
唥,14,43,1,10,50,2,29,59
唧,14,45,4,19,51,4,14,59
唧,17,49,3,21,57,4,16,62
唧,18,50,2,22,58,3,17,63
啊,13,43,4,15,58,2,24,58
啊,13,48,5,15,57,3,22,55
啊,13,48,6,14,57,3,23,55
啊,13,51,4,14,60,2,23,59
啊,13,51,4,15,60,1,23,59
啊,14,43,3,15,58,2,24,58
啊,14,47,3,15,57,2,23,56
啊,14,47,4,14,57,2,23,56
啊,14,51,3,15,60,1,23,59
啊,14,51,4,14,60,1,24,59
啊,16,40,1,16,59,1,24,59
啊,16,40,1,16,59,1,25,58
啊,16,41,1,17,60,1,24,59
啊,16,41,2,16,59,1,24,59
啩,14,45,3,25,58,2,13,60
啩,14,45,3,25,58,3,12,60
啩,14,45,3,25,59,2,13,60
啩,14,45,3,25,59,3,12,60
啩,14,45,3,26,58,2,12,60
啲,13,39,5,14,60,2,21,61
啲,13,39,6,14,59,2,21,61
啲,13,43,4,17,59,3,19,59
啲,13,43,5,16,59,3,19,59
啲,13,43,5,17,59,2,20,59
啲,14,43,4,17,59,2,20,59
啲,14,43,4,17,59,3,19,59
啲,14,43,5,16,59,3,19,59
啷,13,44,5,18,57,4,16,56
嗰,12,45,2,12,62,3,26,59
嗰,13,45,2,12,61,2,27,59
嘟,13,45,3,23,58,3,15,58
嘟,13,45,4,22,58,3,15,58
嘢,13,42,3,21,57,3,18,59
嘢,13,42,3,22,57,2,18,59
嚇,12,40,2,21,63,2,22,63
嚇,13,40,2,21,63,2,22,63
嚨,12,42,5,18,63,4,19,61
圳,33,58,6,7,45,6,6,58
圳,33,59,6,7,45,6,6,59
圳,33,62,8,5,52,9,5,63
圳,34,60,5,8,46,5,7,60
圳,34,63,7,6,53,8,6,64
壮,13,41,2,5,60,3,36,55
壮,13,43,3,5,64,4,40,59
壮,14,44,2,6,65,3,41,60
外,28,53,5,5,57,2,16,21
外,28,53,5,6,58,2,15,21
外,28,56,6,5,61,2,16,22
外,28,56,6,5,61,2,17,22
外,28,56,7,3,61,4,16,21
外,29,56,5,5,61,3,16,22
外,29,56,6,4,61,3,16,22
外,29,56,6,4,61,4,15,21
外,29,56,6,5,61,2,16,22
外,31,60,6,6,64,3,17,22
外,31,60,6,6,65,3,17,22
外,32,61,5,7,66,2,18,23
妆,12,40,3,4,61,5,35,60
小,11,16,3,13,51,7,12,16
小,11,16,4,12,51,7,12,16
小,14,27,5,12,61,11,16,27
小,14,28,5,11,61,11,16,27
小,15,25,2,13,57,9,16,25
小,15,25,3,12,57,9,17,25
小,17,30,1,16,60,9,14,30
小,17,33,1,13,61,8,18,32
小,17,34,1,13,61,7,19,31
小,18,31,1,12,56,6,19,29
小,18,33,1,12,61,8,18,31
小,18,34,1,12,61,8,18,31
小,18,34,1,13,61,7,19,31
小,18,35,2,14,64,8,20,32
小,18,35,2,14,65,8,20,32
小,19,35,2,14,64,8,20,32
小,19,35,2,14,65,8,20,32
小,20,36,1,15,66,7,21,33
川,17,63,14,6,55,15,6,64
川,18,64,13,7,56,14,7,65
徹,16,59,1,21,63,1,20,62
忆,6,18,4,4,61,4,39,51
忆,6,18,5,3,61,5,39,51
忆,8,18,4,6,65,2,43,55
忆,9,19,3,7,66,1,44,56
忏,6,17,4,4,61,3,39,60
忙,4,12,3,11,51,1,32,33
忙,8,18,3,3,65,3,49,64
忙,8,18,3,6,59,2,40,57
忙,8,21,3,5,61,1,41,56
忙,8,22,4,5,64,2,45,59
忙,9,19,2,4,67,2,50,65
忙,9,21,2,5,61,1,42,56
忙,9,21,2,5,61,2,41,56
忙,9,21,3,4,61,2,41,56
忙,9,22,3,5,63,2,45,59
忙,9,22,3,5,64,2,45,59
忙,10,23,2,6,65,1,46,60
忤,5,18,3,4,60,1,43,61
快,5,16,6,3,63,4,40,63
快,5,17,5,3,63,4,41,63
快,6,17,3,6,57,2,40,58
快,6,17,4,5,57,2,41,58
快,6,20,3,5,61,2,41,62
快,6,20,4,5,61,1,41,61
快,7,16,3,3,65,3,49,65
快,7,19,3,5,57,1,40,58
快,7,20,3,5,60,2,42,60
快,7,20,3,5,61,1,41,61
快,7,20,3,5,61,2,40,61
快,7,20,3,5,61,2,41,61
快,7,20,3,5,61,2,41,62
快,7,20,3,6,64,2,45,65
快,7,20,3,6,65,2,45,65
快,7,20,4,4,60,3,42,60
快,7,20,4,5,60,2,42,60
快,7,21,3,5,60,3,41,60
快,7,21,3,5,60,3,42,60
快,8,16,3,3,65,2,50,65
快,8,17,2,4,67,2,50,67
快,8,21,2,7,66,1,46,66
快,9,17,2,4,67,1,51,67
怀,4,15,5,4,62,3,41,57
怀,5,15,5,3,62,4,41,57
怀,7,18,4,5,64,2,46,59
怀,8,19,3,6,65,1,47,60
怆,6,18,3,6,65,1,47,63
怍,6,16,4,12,59,2,35,60
怍,6,17,3,5,60,1,42,61
怍,6,17,4,4,59,1,42,60
怕,4,14,4,11,53,3,25,50
怕,5,13,5,12,58,3,34,58
怕,5,13,5,12,59,3,34,59
怕,5,14,4,13,58,2,35,59
怕,5,14,4,13,59,2,35,60
怕,6,15,3,14,60,1,36,61
怕,6,15,4,13,60,2,35,60
怖,5,16,3,5,61,1,41,61
怖,5,16,4,4,61,2,41,61
怖,5,16,5,3,62,4,42,63
怖,6,19,3,5,61,2,43,60
怖,6,19,4,4,61,3,43,60
怜,4,16,5,3,61,3,44,63
怜,5,16,5,3,61,3,43,63
怜,7,17,3,5,63,3,47,64
怜,8,18,2,6,64,2,48,65
怡,5,13,3,11,52,2,27,49
怡,5,17,3,5,60,1,42,59
怡,6,17,3,4,60,2,41,59
怡,6,17,3,4,60,2,42,59
怡,6,20,4,5,61,3,42,60
怡,7,20,4,4,61,3,42,60
怡,7,20,4,4,61,3,43,60
怡,7,20,4,5,61,3,42,60
性,7,17,3,3,65,3,50,63
性,8,18,2,4,67,2,51,64
性,8,20,2,5,60,2,44,58
怪,5,16,3,5,58,1,41,52
怪,5,16,4,4,60,2,43,53
怪,5,16,4,5,61,1,43,53
怪,5,17,4,4,60,3,43,54
怪,5,17,5,5,63,2,46,56
怪,6,16,3,5,56,1,41,50
怪,6,16,3,5,61,2,42,53
怪,6,16,4,4,61,2,42,53
怪,6,17,4,3,60,4,43,54
怪,6,18,4,6,64,1,47,57
怪,6,19,3,5,60,2,43,55
怪,6,19,4,4,60,3,42,55
怪,7,17,3,3,65,3,50,58
怪,7,19,3,5,60,2,43,55
怪,8,18,2,4,67,2,51,59
恨,5,18,4,4,61,2,40,58
恨,8,18,3,4,61,2,43,56
恰,5,17,5,3,63,4,43,63
恰,5,18,4,5,60,2,41,61
恰,6,18,3,4,61,2,44,59
恰,6,18,3,5,60,3,40,61
恰,6,18,4,5,63,3,44,64
恰,6,18,4,5,64,3,44,65
恰,7,17,2,5,61,2,44,59
恰,7,18,2,5,61,2,44,59
恰,7,19,3,6,65,2,45,66
恻,5,18,2,37,63,3,15,63
恻,6,19,1,38,64,2,16,64
悄,4,13,4,11,50,1,26,55
悄,5,13,4,11,58,2,35,58
悄,5,13,4,11,59,2,35,58
悄,5,14,4,11,58,3,35,58
悄,5,14,4,11,59,3,35,58
悄,6,14,3,12,60,1,36,59
悄,6,15,3,12,60,2,36,59
悔,4,15,5,4,62,3,44,62
悔,5,15,5,4,62,3,44,62
悔,6,16,3,4,59,1,45,61
悔,6,16,3,5,60,1,44,60
悔,7,17,3,3,65,2,51,65
悔,7,21,2,5,59,2,43,60
悔,8,18,2,4,67,1,52,66
悔,8,21,2,5,59,2,42,60
悟,5,16,4,3,61,3,43,60
悟,5,18,4,5,63,3,46,60
悟,5,18,4,5,64,3,46,61
悟,6,19,3,6,65,2,47,62
悭,5,14,4,3,61,3,45,59
情,6,15,3,4,58,1,44,60
情,6,17,3,5,60,1,42,61
情,6,17,4,4,60,1,42,61
情,7,19,2,5,61,2,42,61
情,8,19,2,4,61,2,43,61
惊,4,13,4,3,61,4,44,64
惊,4,13,4,4,61,3,45,65
惊,7,17,2,5,61,1,43,61
惊,7,17,2,5,61,1,44,61
惊,8,17,2,4,61,1,44,61
惚,5,18,3,5,64,2,47,62
惚,6,19,2,6,65,1,48,63
惜,6,17,4,4,60,1,43,61
惜,7,18,3,3,65,2,51,65
惜,7,18,3,4,61,1,44,61
惜,8,19,2,4,67,1,52,67
惦,5,17,4,3,59,3,44,62
惨,4,14,5,3,62,3,44,64
惨,5,14,5,3,62,3,43,64
惨,5,16,3,5,61,1,44,61
惨,5,16,4,4,61,1,44,61
惨,5,17,4,5,63,2,48,64
惨,5,17,4,5,64,2,48,65
惨,6,18,3,6,65,1,49,66
惭,5,16,4,3,63,1,47,63
惭,5,17,3,3,63,2,47,63
惯,4,11,3,10,52,2,31,53
惯,5,13,4,3,61,3,44,60
愉,6,17,3,5,63,2,46,65
愉,6,17,3,5,63,2,46,66
愉,7,18,2,6,64,1,47,67
愧,5,13,4,3,61,3,45,62
愧,5,13,4,4,61,2,45,62
愧,5,18,4,5,63,2,48,64
愧,5,18,4,5,64,2,48,64
愧,5,19,3,5,61,2,43,60
愧,6,19,3,6,65,1,49,65
愧,7,19,2,4,61,3,44,61
愴,6,18,3,3,65,2,52,65
愴,7,19,2,4,67,1,53,67
慌,4,18,6,3,62,2,46,62
慌,4,19,5,3,62,2,46,62
慌,6,16,3,5,60,1,44,61
慌,6,17,3,5,60,2,45,61
慢,3,14,6,3,61,3,43,60
慢,5,16,3,5,59,2,43,60
慢,5,19,4,4,60,1,43,59
慢,6,17,2,5,56,1,42,55
慢,6,18,3,4,60,2,43,59
慢,6,19,3,4,60,1,43,59
慢,6,19,4,4,63,3,47,62
慢,6,19,4,4,64,3,47,63
慢,7,20,3,5,65,2,48,64
慢,8,17,3,3,65,2,50,62
慢,9,18,2,4,67,1,51,64
慣,4,16,4,3,62,2,47,61
慣,5,16,4,2,62,3,46,61
慣,7,18,4,2,64,3,50,63
慣,8,19,3,3,66,2,51,65
慳,6,19,2,5,59,2,44,55
慳,7,19,2,4,59,2,45,55
憐,4,12,2,5,53,1,38,55
憐,5,16,3,3,62,3,46,64
憐,6,17,4,3,65,2,51,65
憐,7,18,3,4,67,1,52,67
憶,5,15,4,3,62,4,43,62
憶,5,16,4,2,62,4,44,62
懂,4,16,4,3,61,1,47,62
懂,4,16,4,3,61,2,47,62
懂,5,16,2,4,60,2,42,61
懂,5,16,2,4,61,1,43,61
懂,5,16,2,5,61,1,42,60
懂,5,16,2,5,61,1,43,61
懂,5,16,3,5,63,2,46,64
懂,5,16,3,5,63,2,46,65
懂,6,17,2,6,64,1,47,66
懒,5,16,2,4,61,1,46,61
懒,5,16,3,28,61,1,23,62
懵,5,16,3,3,63,3,46,63
懵,5,18,3,4,61,2,43,61
懵,5,18,4,4,61,1,43,61
懵,6,18,3,4,61,2,42,61
懵,6,18,4,4,64,2,47,64
懵,7,19,3,5,65,1,48,65
懵,7,21,2,4,60,3,43,60
懶,6,20,2,4,60,2,45,59
懷,5,17,3,2,62,3,46,64
懷,5,17,4,2,62,3,45,64
懺,6,17,1,4,61,1,48,60
扑,25,63,9,3,64,6,15,20
扑,25,64,9,4,64,5,16,21
扑,26,61,8,5,61,2,16,22
扑,28,64,9,5,65,4,16,23
扑,29,63,9,5,64,4,16,23
扑,29,64,9,5,65,4,16,23
扑,30,65,8,6,66,3,17,24
批,20,60,1,15,59,2,20,59
批,21,52,1,11,33,3,19,41
批,21,60,1,15,59,2,19,59
批,22,64,2,15,62,4,21,62
批,23,65,1,16,63,3,22,63
抑,20,59,1,15,51,2,17,56
抑,21,51,1,13,33,1,17,41
抢,5,17,4,5,64,2,46,62
抢,6,18,3,6,65,1,47,63
排,19,62,1,16,61,8,15,61
排,19,63,1,15,61,9,14,61
掛,41,61,3,4,61,1,9,19
掛,42,61,3,4,61,1,9,19
條,13,63,2,3,37,2,40,63
條,14,63,2,3,37,2,39,63
樹,19,62,2,21,62,3,16,63
点,6,12,4,27,50,1,9,11
綁,18,56,1,19,62,4,17,56
綁,21,60,1,18,59,2,16,58
绑,18,56,1,19,62,4,17,56
翩,30,60,1,12,58,2,12,58
翩,31,60,1,12,58,1,13,58
翻,27,51,1,11,39,2,11,43
翻,30,58,2,12,56,3,12,57
聊,24,60,2,18,62,2,15,59
聊,24,61,2,18,62,2,15,60
聊,25,62,1,19,63,1,16,61
脚,20,56,2,20,54,4,13,57
脚,20,56,3,20,54,3,13,57
脷,19,57,3,22,58,3,12,58
腳,17,56,3,23,60,3,14,57
腳,17,56,3,24,60,3,14,57
螂,20,39,2,14,43,1,16,51
螂,22,56,2,17,59,4,15,58
衍,17,61,4,13,57,3,24,58
街,16,61,1,27,54,1,16,57
衝,14,60,3,23,56,3,16,57
衝,15,60,2,23,56,4,16,57
补,27,57,6,5,57,2,14,19
补,27,61,7,4,61,3,14,20
补,27,61,7,5,61,2,15,20
补,29,65,8,6,65,3,15,20
补,30,66,7,7,66,2,16,21
訓,34,65,10,3,53,11,3,64
訓,35,66,9,4,54,10,4,65
謝,19,61,3,18,63,3,16,63
謝,19,61,3,19,63,3,15,63
训,32,63,8,5,52,9,5,63
训,33,64,7,6,53,8,6,64
谢,14,56,1,21,63,5,17,62
跳,21,54,1,15,60,7,15,59
跳,22,55,1,16,60,5,15,59
邪,1,1,1,26,49,3,17,52
鄉,19,62,2,19,58,3,16,58
门,4,46,1,8,11,8,28,56
问,4,46,1,8,11,1,36,56
阔,3,50,2,12,54,3,32,58
順,8,61,7,2,51,8,40,62
順,9,34,3,3,23,4,30,51
順,9,62,6,3,52,7,41,64
順,10,54,2,5,46,3,40,58
順,10,54,2,5,46,3,40,59
順,10,55,2,6,46,2,40,58
順,10,55,2,6,46,2,40,59
順,11,55,1,6,47,2,41,60
順,11,55,1,6,48,2,41,60
順,11,56,1,7,47,1,41,60
駁,3,12,2,22,58,3,29,60
駛,3,12,1,23,58,1,31,64
騎,2,10,1,22,58,2,33,61
騎,3,12,1,21,58,3,32,61
騙,2,12,1,20,58,3,31,62
騮,2,7,1,21,57,4,30,60
騮,2,12,1,20,57,5,30,60
鬥,3,59,3,14,18,8,21,60
鬥,4,59,2,15,18,8,21,60
鬥,5,61,2,17,22,5,24,60
𡃁,10,39,2,22,63,1,27,59
