!,!,13,24,100,200
!,-,8,22,100,164
!,I,8,22,100,200
!,N,8,22,100,200
!,P,8,24,100,200
!,S,8,24,100,200
!,T,8,22,100,200
!,W,8,24,100,200
!,”,10,22,100,200
"""",D,10,24,100,200
%,o,8,24,100,200
',S,8,24,100,200
',d,8,24,100,200
',l,9,22,100,200
',m,10,22,100,200
',r,9,24,100,200
',s,8,22,100,200
',t,8,22,100,200
',v,8,22,100,200
",",2,9,24,100,200
",",3,10,24,100,200
",",4,8,24,100,200
",",5,10,24,100,200
",",6,9,24,100,200
",",7,10,24,100,200
",",B,8,24,100,200
",",D,8,24,100,200
",",I,8,24,100,200
",",K,8,22,100,200
",",L,8,24,100,200
",",M,8,22,100,200
",",O,8,24,100,200
",",Q,8,24,100,200
",",R,8,24,100,200
",",S,8,24,100,200
",",a,8,22,100,200
",",b,8,24,100,200
",",c,8,22,100,200
",",d,8,24,100,200
",",e,8,24,100,200
",",f,8,22,100,200
",",g,8,24,100,200
",",h,8,22,100,200
",",i,8,22,100,200
",",k,8,24,100,200
",",l,8,24,100,200
",",m,8,24,100,200
",",n,8,22,100,200
",",o,8,22,100,200
",",p,8,24,100,200
",",r,8,24,100,200
",",s,8,22,100,200
",",t,8,22,100,200
",",u,8,24,100,200
",",v,8,24,100,200
",",w,8,24,100,200
",",y,8,24,100,200
-,A,8,18,100,200
-,C,8,24,100,200
-,D,8,24,100,200
-,F,8,24,100,200
-,G,8,24,100,200
-,H,8,24,100,200
-,I,8,24,100,200
-,J,8,23,100,200
-,M,8,24,100,200
-,N,8,24,100,200
-,P,8,24,100,200
-,R,8,24,100,200
-,T,8,21,100,200
-,Y,8,21,100,200
-,a,8,24,100,200
-,b,8,24,100,200
-,i,8,24,100,200
-,m,8,24,100,200
-,o,8,24,100,200
-,t,8,24,100,200
.,"""",10,24,100,200
.,3,8,24,100,200
.,H,8,24,100,200
.,I,8,24,100,200
.,M,12,22,100,200
.,O,8,24,100,200
.,T,8,24,100,200
.,c,10,24,100,200
.,”,10,24,100,200
0,%,9,24,100,200
0,",",10,24,100,200
0,9,8,24,100,200
0,m,8,22,100,200
0,分,14,89,90,200
1,",",18,24,100,200
1,0,16,22,100,200
1,2,16,24,100,200
1,9,16,24,100,200
1,½,17,24,100,200
2,",",11,24,100,200
2,4,8,24,100,200
2,B,8,24,100,200
2,h,8,24,100,200
2,s,8,24,100,200
3,",",11,24,100,200
3,5,8,24,100,200
3,b,8,24,100,200
3,g,8,24,100,200
3,s,8,24,100,200
4,",",10,24,100,200
4,t,8,24,100,200
5,",",10,24,100,200
5,0,8,24,100,200
6,",",10,24,100,200
6,0,8,24,100,200
6,b,8,24,100,200
6,o,8,24,100,200
6,s,8,24,100,200
7,8,8,24,100,200
7,R,8,22,100,200
7,s,8,24,100,200
7,…,11,24,100,200
8,",",10,24,100,200
8,R,8,22,100,200
9,7,8,22,100,200
9,8,8,22,100,200
9,9,8,24,100,200
:,H,8,24,100,200
:,L,8,22,100,200
:,a,8,24,100,200
:,c,8,24,100,200
:,p,8,24,100,200
:,r,8,24,100,200
:,t,8,24,100,200
:,”,10,24,100,200
?,-,8,24,100,282
?,A,8,19,100,200
?,I,8,24,100,200
?,L,8,24,100,200
?,N,8,24,100,200
?,T,8,22,100,200
?,”,8,24,100,200
A,Q,8,18,100,200
A,R,8,20,100,200
A,S,8,18,100,200
A,b,8,20,100,200
A,c,8,18,100,200
A,f,8,24,100,200
A,g,8,17,100,200
A,l,8,20,100,200
A,m,8,24,100,200
A,n,8,20,100,200
A,p,8,20,100,200
A,s,8,18,100,200
A,t,8,22,100,200
B,a,8,22,100,200
B,e,14,22,100,200
B,i,10,22,100,200
B,o,8,24,100,200
B,r,23,24,100,200
B,u,10,22,100,200
B,y,8,24,100,200
C,I,10,24,100,200
C,a,8,24,100,200
C,e,8,24,100,200
C,h,13,22,100,200
C,i,9,22,100,200
C,l,9,24,100,200
C,o,8,22,100,200
C,r,8,24,100,200
C,u,8,24,100,200
D,a,8,24,100,200
D,e,8,22,100,200
D,i,9,24,100,200
D,o,8,24,100,200
D,r,9,24,100,200
D,u,9,22,100,200
E,a,8,24,100,200
E,m,9,22,100,200
E,n,10,22,100,200
E,r,9,24,100,200
E,v,8,24,100,200
E,x,8,24,100,200
F,a,8,22,100,200
F,e,8,24,100,200
F,i,9,22,100,200
F,l,9,22,100,200
F,o,8,22,100,200
F,r,9,24,100,200
F,u,9,24,100,200
G,a,8,22,100,200
G,e,8,24,100,200
G,o,8,22,100,200
G,r,10,22,100,200
H,K,12,24,100,200
H,a,10,24,100,200
H,e,9,22,100,200
H,i,11,24,100,200
H,o,10,24,100,200
H,u,11,24,100,200
I,',11,22,100,200
I,C,11,24,100,200
I,H,8,24,100,200
I,T,9,24,100,200
I,a,8,22,100,200
I,b,8,24,100,200
I,c,8,24,100,200
I,d,9,24,100,200
I,f,8,24,100,200
I,g,8,24,100,200
I,h,8,22,100,200
I,i,8,24,100,200
I,k,8,24,100,200
I,l,8,24,100,200
I,m,12,24,100,200
I,n,12,24,100,200
I,o,8,24,100,200
I,p,8,24,100,200
I,r,8,24,100,200
I,s,10,24,100,200
I,t,9,22,100,200
I,u,8,24,100,200
I,w,8,24,100,200
I,…,13,24,100,200
J,a,9,24,100,200
J,u,15,24,100,200
K,",",8,24,100,200
K,a,8,23,100,200
K,e,8,22,100,200
K,i,8,22,100,200
K,o,8,24,100,200
K,u,8,24,100,200
K,w,8,20,100,200
L,a,8,24,100,200
L,e,8,22,100,200
L,i,9,22,100,200
L,o,8,24,100,200
L,u,8,24,100,200
M,T,8,22,100,200
M,a,13,22,100,200
M,c,9,22,100,200
M,e,8,24,100,200
M,i,11,22,100,200
M,o,9,24,100,200
M,r,11,22,100,200
M,u,11,22,100,200
M,y,8,22,100,200
N,e,9,24,100,200
N,i,12,22,100,200
N,o,10,22,100,200
O,f,8,22,100,200
O,h,9,22,100,200
O,l,9,24,100,200
O,n,9,22,100,200
O,o,8,24,100,200
O,r,8,22,100,200
O,u,8,24,100,200
P,a,8,24,100,200
P,e,8,24,100,200
P,l,9,22,100,200
P,o,8,24,100,200
P,r,9,22,100,200
Q,u,9,24,100,200
R,S,8,22,100,200
R,e,8,24,100,200
R,i,8,22,100,200
R,o,8,22,100,200
R,u,8,22,100,200
S,a,8,24,100,200
S,c,8,22,100,200
S,e,8,24,100,200
S,h,9,22,100,200
S,i,10,22,100,200
S,l,9,24,100,200
S,n,10,24,100,200
S,o,8,22,100,200
S,p,10,22,100,200
S,t,8,22,100,200
S,u,9,24,100,200
S,w,8,24,100,200
T,R,8,22,100,200
T,h,13,22,100,200
T,r,8,24,100,200
T,u,8,22,100,200
U,p,11,24,100,200
U,s,9,24,100,200
W,a,8,24,100,200
W,e,8,22,100,200
W,h,8,22,100,200
W,i,8,22,100,200
W,o,8,22,100,200
Y,u,8,22,100,200
Z,e,8,24,100,200
a,!,10,24,100,200
a,",",10,24,100,200
a,.,11,24,100,200
a,:,11,24,100,200
a,B,8,24,100,200
a,C,8,22,100,200
a,F,8,22,100,200
a,I,8,24,100,200
a,L,8,24,100,200
a,P,8,24,100,200
a,Q,8,24,100,200
a,R,8,24,100,200
a,S,8,24,100,200
a,a,8,22,100,200
a,b,10,22,100,200
a,c,8,22,100,200
a,d,8,22,100,200
a,f,8,22,100,200
a,g,8,22,100,200
a,h,9,22,100,200
a,i,10,22,100,200
a,k,10,22,100,200
a,l,10,22,100,200
a,m,10,22,100,200
a,n,16,22,100,200
a,p,9,22,100,200
a,r,10,22,100,200
a,s,8,22,100,200
a,t,8,22,100,200
a,u,16,22,100,200
a,v,8,22,100,200
a,w,8,22,100,200
a,y,17,22,100,200
a,z,8,22,100,200
b,!,10,24,100,200
b,a,8,22,100,200
b,b,9,22,100,200
b,e,8,22,100,200
b,i,9,22,100,200
b,l,9,22,100,200
b,m,8,24,100,200
b,o,8,22,100,200
b,r,9,24,100,200
b,s,8,22,100,200
b,u,9,22,100,200
b,w,8,22,100,200
b,y,8,22,100,200
c,!,8,24,100,200
c,.,8,24,100,200
c,:,8,24,100,200
c,?,8,24,100,200
c,B,8,22,100,200
c,C,8,23,100,200
c,D,8,22,100,200
c,M,8,22,100,200
c,N,8,22,100,200
c,a,8,22,100,200
c,b,8,24,100,200
c,c,8,22,100,200
c,d,8,22,100,200
c,e,8,22,100,200
c,g,8,22,100,200
c,h,8,22,100,200
c,i,8,22,100,200
c,k,8,22,100,200
c,l,8,22,100,200
c,m,8,24,100,200
c,o,8,22,100,200
c,r,8,24,100,200
c,t,8,22,100,200
c,u,8,22,100,200
c,y,8,24,100,200
c,”,8,24,100,200
c,…,9,22,100,200
d,!,12,24,100,200
d,",",12,22,100,200
d,.,12,22,100,200
d,5,8,24,100,200
d,6,8,24,100,200
d,:,12,24,100,200
d,?,10,24,100,200
d,B,8,24,100,200
d,C,8,24,100,200
d,D,8,24,100,200
d,F,8,24,100,200
d,I,8,24,100,200
d,L,8,22,100,200
d,M,8,22,100,200
d,R,8,24,100,200
d,S,8,24,100,200
d,a,9,22,100,200
d,b,8,22,100,200
d,c,8,24,100,200
d,d,9,22,100,200
d,e,9,22,100,200
d,f,8,24,100,200
d,g,8,24,100,200
d,h,10,22,100,200
d,i,11,22,100,200
d,k,8,24,100,200
d,l,11,24,100,200
d,m,11,22,100,200
d,n,11,22,100,200
d,o,9,22,100,200
d,p,8,24,100,200
d,r,11,22,100,200
d,s,9,22,100,200
d,t,8,22,100,200
d,u,11,22,100,200
d,w,8,22,100,200
d,y,8,24,100,200
d,”,9,24,100,200
d,…,12,22,100,200
e,!,10,22,100,200
e,',8,24,100,200
e,",",10,22,100,200
e,-,8,22,100,200
e,.,11,22,100,200
e,1,8,24,100,200
e,3,8,24,100,200
e,6,8,24,100,200
e,9,8,22,100,200
e,:,11,24,100,200
e,?,8,22,100,200
e,A,8,19,100,200
e,B,8,22,100,200
e,C,8,22,100,200
e,D,8,24,100,200
e,E,8,22,100,200
e,F,8,24,100,200
e,G,8,24,100,200
e,H,8,24,100,200
e,I,8,24,100,200
e,L,8,24,100,200
e,M,8,22,100,200
e,O,8,24,100,200
e,P,8,24,100,200
e,Q,8,24,100,200
e,R,8,24,100,200
e,S,8,22,100,200
e,T,8,22,100,200
e,W,8,22,100,200
e,a,15,22,100,200
e,b,9,22,100,200
e,c,8,22,100,200
e,d,8,22,100,200
e,e,8,22,100,200
e,f,8,22,100,200
e,g,8,22,100,200
e,h,8,22,100,200
e,i,9,22,100,200
e,j,8,19,100,200
e,k,9,24,100,200
e,l,9,22,100,200
e,m,9,22,100,200
e,n,9,22,100,200
e,o,8,22,100,200
e,p,9,22,100,200
e,q,8,24,100,200
e,r,9,22,100,200
e,s,8,22,100,200
e,t,8,22,100,200
e,u,9,22,100,200
e,v,8,22,100,200
e,w,8,22,100,200
e,x,8,22,100,200
e,y,8,22,100,200
e,z,8,24,100,200
e,“,8,24,100,200
e,”,8,24,100,200
e,…,11,22,100,200
e,同,19,89,90,200
f,!,8,24,100,200
f,.,8,24,100,200
f,?,8,24,100,200
