f,B,8,21,100,200
f,D,8,22,100,200
f,I,8,23,100,200
f,S,8,21,100,200
f,a,8,19,100,200
f,b,8,22,100,200
f,c,8,19,100,200
f,d,8,19,100,200
f,e,8,22,100,200
f,f,8,18,100,200
f,g,8,19,100,200
f,h,8,21,100,200
f,i,8,22,100,200
f,l,8,22,100,200
f,m,8,21,100,200
f,n,8,22,100,200
f,o,8,19,100,200
f,p,8,22,100,200
f,r,8,21,100,200
f,s,8,19,100,200
f,t,8,18,100,200
f,u,19,21,100,200
f,w,8,18,100,200
f,y,8,18,100,200
f,”,8,24,100,200
f,…,8,22,100,200
g,!,12,22,100,200
g,",",12,22,100,200
g,.,12,22,100,200
g,1,8,24,100,200
g,6,8,24,100,200
g,:,12,22,100,200
g,?,9,24,100,200
g,A,8,20,100,200
g,C,8,24,100,200
g,F,8,22,100,200
g,G,8,22,100,200
g,H,8,24,100,200
g,K,8,24,100,200
g,M,8,24,100,200
g,P,8,24,100,200
g,S,8,24,100,200
g,T,8,23,100,200
g,a,9,22,100,200
g,b,8,24,100,200
g,c,8,24,100,200
g,d,8,24,100,200
g,e,9,22,100,200
g,f,8,22,100,200
g,g,8,22,100,200
g,h,15,22,100,200
g,i,11,22,100,200
g,k,11,24,100,200
g,l,10,22,100,200
g,m,8,24,100,200
g,n,11,22,100,200
g,o,9,22,100,200
g,p,8,24,100,200
g,r,10,22,100,200
g,s,16,24,100,200
g,t,8,24,100,200
g,u,10,22,100,200
g,w,8,22,100,200
g,y,8,22,100,200
g,”,9,24,100,200
g,…,12,22,100,200
h,!,12,22,100,200
h,",",12,24,100,200
h,.,12,24,100,200
h,:,11,22,100,200
h,?,9,24,100,200
h,I,8,24,100,200
h,L,8,24,100,200
h,a,15,22,100,200
h,b,11,24,100,200
h,c,8,22,100,200
h,d,8,22,100,200
h,e,9,22,100,200
h,f,8,23,100,200
h,g,8,22,100,200
h,h,8,22,100,200
h,i,11,22,100,200
h,j,8,24,100,200
h,k,8,24,100,200
h,l,10,24,100,200
h,m,8,24,100,200
h,n,8,24,100,200
h,o,9,22,100,200
h,p,8,24,100,200
h,r,10,24,100,200
h,s,8,24,100,200
h,t,20,22,100,200
h,u,10,22,100,200
h,w,8,22,100,200
h,y,8,22,100,200
h,…,12,22,100,200
i,!,12,22,100,200
i,-,8,24,100,200
i,.,12,24,100,200
i,C,8,24,100,200
i,a,9,22,100,200
i,b,10,24,100,200
i,c,9,22,100,200
i,d,9,22,100,200
i,e,9,22,100,200
i,f,8,22,100,200
i,g,9,22,100,200
i,k,11,22,100,200
i,l,11,22,100,200
i,m,11,22,100,200
i,n,11,22,100,200
i,o,9,22,100,200
i,p,11,24,100,200
i,q,8,24,100,200
i,r,11,22,100,200
i,s,9,22,100,200
i,t,8,22,100,200
i,u,10,22,100,200
i,v,8,22,100,200
i,z,8,24,100,200
i,…,12,24,100,200
j,o,8,24,100,200
j,u,11,22,100,200
k,!,9,24,100,200
k,',8,24,100,200
k,",",8,24,100,200
k,-,8,22,100,200
k,.,9,24,100,200
k,:,9,24,100,200
k,?,8,24,100,200
k,H,8,24,100,200
k,a,8,22,100,200
k,b,8,22,100,200
k,c,8,22,100,200
k,d,8,22,100,200
k,e,8,22,100,200
k,f,8,20,100,200
k,h,8,24,100,200
k,i,8,22,100,200
k,l,8,24,100,200
k,m,8,24,100,200
k,n,8,24,100,200
k,o,8,22,100,200
k,p,8,24,100,200
k,s,8,22,100,200
k,t,8,21,100,200
k,u,8,24,100,200
k,y,8,21,100,200
k,”,8,24,100,200
k,…,9,24,100,200
l,!,12,22,100,200
l,',9,24,100,200
l,",",12,24,100,200
l,.,12,22,100,200
l,?,10,24,100,200
l,I,8,24,100,200
l,K,8,22,100,200
l,R,8,24,100,200
l,S,8,24,100,200
l,T,8,23,100,200
l,W,8,24,100,200
l,a,9,22,100,200
l,b,10,22,100,200
l,c,8,22,100,200
l,d,9,22,100,200
l,e,9,22,100,200
l,f,8,22,100,200
l,g,8,24,100,200
l,h,8,22,100,200
l,i,11,22,100,200
l,k,11,22,100,200
l,l,11,22,100,200
l,m,8,24,100,200
l,n,8,22,100,200
l,o,9,22,100,200
l,p,11,22,100,200
l,r,11,24,100,200
l,s,9,22,100,200
l,t,8,22,100,200
l,u,11,22,100,200
l,v,8,22,100,200
l,w,8,22,100,200
l,y,8,22,100,200
l,”,9,22,100,200
l,…,12,22,100,200
l,吧,27,89,90,200
m,!,12,22,100,200
m,",",11,24,100,200
m,.,12,22,100,200
m,?,9,22,100,200
m,I,8,24,100,200
m,M,8,22,100,200
m,S,8,24,100,200
m,a,9,22,100,200
m,b,10,22,100,200
m,e,9,22,100,200
m,f,8,24,100,200
m,g,8,24,100,200
m,h,8,24,100,200
m,i,11,22,100,200
m,l,8,24,100,200
m,m,10,22,100,200
m,n,10,24,100,200
m,o,9,22,100,200
m,p,11,22,100,200
m,q,8,24,100,200
m,r,8,22,100,200
m,s,9,24,100,200
m,t,8,22,100,200
m,u,10,24,100,200
m,w,8,23,100,200
m,y,8,22,100,200
m,”,9,24,100,200
m,…,12,24,100,200
n,!,12,22,100,200
n,',9,22,100,200
n,",",12,22,100,200
n,-,8,22,100,200
n,.,12,22,100,200
n,1,8,24,100,200
n,:,12,22,100,200
n,?,9,22,100,200
n,B,8,24,100,200
n,C,8,24,100,200
n,E,8,24,100,200
n,F,8,22,100,200
n,G,8,24,100,200
n,H,8,24,100,200
n,I,8,24,100,200
n,L,8,24,100,200
n,M,8,22,100,200
n,O,8,24,100,200
n,P,8,24,100,200
n,S,8,22,100,200
n,U,8,24,100,200
n,W,8,24,100,200
n,a,9,22,100,200
n,b,8,24,100,200
n,c,9,22,100,200
n,d,14,22,100,200
n,e,15,22,100,200
n,f,8,24,100,200
n,g,15,22,100,200
n,h,8,24,100,200
n,i,11,22,100,200
n,j,8,24,100,200
n,k,11,22,100,200
n,l,10,22,100,200
n,m,10,22,100,200
n,n,11,22,100,200
n,o,9,22,100,200
n,p,8,22,100,200
n,q,9,24,100,200
n,r,10,24,100,200
n,s,9,22,100,200
n,t,8,22,100,200
n,u,10,22,100,200
n,v,8,22,100,200
n,w,8,22,100,200
n,y,8,22,100,200
n,”,9,24,100,200
n,…,12,22,100,200
n,唱,18,89,90,200
n,，,8,24,100,200
o,!,10,22,100,200
o,",",10,22,100,200
o,-,8,22,100,200
o,.,10,24,100,200
o,6,8,24,100,200
o,?,8,24,100,200
o,C,8,24,100,200
o,D,8,24,100,200
o,G,8,24,100,200
o,I,8,24,100,200
o,K,8,24,100,200
o,L,8,24,100,200
o,M,8,22,100,200
o,S,8,22,100,200
o,T,8,22,100,200
o,a,8,22,100,200
o,b,9,22,100,200
o,c,8,22,100,200
o,d,8,22,100,200
o,e,8,22,100,200
o,f,8,22,100,200
o,g,8,23,100,200
o,h,8,22,100,200
o,i,9,24,100,200
o,j,8,19,100,200
o,k,9,22,100,200
o,l,9,22,100,200
o,m,9,22,100,200
o,n,9,22,100,200
o,o,8,22,100,200
o,p,9,22,100,200
o,r,9,22,100,200
o,s,8,22,100,200
o,t,8,22,100,200
o,u,9,22,100,200
o,v,8,22,100,200
o,w,8,22,100,200
o,x,8,24,100,200
o,y,8,22,100,200
o,“,8,24,100,200
o,…,10,24,100,200
p,!,10,24,100,200
p,",",10,24,100,200
p,.,10,24,100,200
p,3,8,24,100,200
p,?,8,24,100,200
p,S,8,24,100,200
p,a,8,22,100,200
p,b,8,24,100,200
p,c,8,24,100,200
p,e,8,22,100,200
p,f,8,22,100,200
p,g,8,23,100,200
p,h,9,24,100,200
p,i,9,22,100,200
p,l,9,22,100,200
p,m,8,24,100,200
p,n,8,24,100,200
p,o,8,22,100,200
p,p,9,22,100,200
p,r,9,22,100,200
p,s,8,24,100,200
p,t,8,22,100,200
p,u,8,24,100,200
p,w,8,22,100,200
p,y,8,22,100,200
p,”,8,24,100,200
p,…,10,24,100,200
q,u,11,24,100,200
r,!,8,24,100,200
r,',8,24,100,200
r,",",8,22,100,200
r,.,8,22,100,200
r,?,8,22,100,200
r,B,8,23,100,200
r,C,8,21,100,200
r,E,8,22,100,200
r,I,8,24,100,200
r,K,8,22,100,200
r,L,8,22,100,200
r,P,8,23,100,200
r,Q,8,21,100,200
r,R,8,24,100,200
r,S,8,21,100,200
r,a,8,20,100,200
r,b,8,22,100,200
r,c,8,20,100,200
r,d,8,20,100,200
r,e,8,20,100,200
r,f,8,19,100,200
r,g,8,20,100,200
r,h,8,22,100,200
r,i,8,22,100,200
r,k,8,22,100,200
r,l,8,22,100,200
r,m,8,22,100,200
r,n,8,22,100,200
r,o,8,20,100,200
r,p,8,22,100,200
r,r,8,22,100,200
r,s,8,20,100,200
r,t,8,19,100,200
r,u,8,23,100,200
r,v,8,19,100,200
r,w,8,18,100,200
r,y,8,19,100,200
r,“,8,24,100,200
r,”,8,24,100,200
r,…,8,22,100,200
s,!,10,22,100,200
s,',8,24,100,200
s,",",10,22,100,200
s,-,8,24,100,200
s,.,10,22,100,200
s,3,8,24,100,200
s,:,10,24,100,200
s,?,8,22,100,200
s,B,8,24,100,200
s,C,8,22,100,200
s,D,8,24,100,200
s,I,8,24,100,200
s,J,8,23,100,200
s,L,8,24,100,200
s,M,9,22,100,200
s,Q,8,24,100,200
s,R,8,24,100,200
s,S,8,24,100,200
s,a,8,22,100,200
s,b,8,22,100,200
s,c,8,22,100,200
s,d,8,23,100,200
s,e,8,22,100,200
s,f,8,22,100,200
s,g,8,23,100,200
s,h,9,22,100,200
s,i,9,22,100,200
s,j,8,19,100,200
s,k,9,22,100,200
s,l,9,22,100,200
s,m,9,22,100,200
s,n,9,22,100,200
s,o,8,22,100,200
s,p,9,22,100,200
s,r,8,24,100,200
s,s,17,22,100,200
s,t,8,22,100,200
s,u,9,22,100,200
s,w,8,22,100,200
s,y,8,22,100,200
s,“,8,24,100,200
s,”,8,24,100,200
s,…,10,22,100,200
t,!,8,22,100,200
t,"""",8,24,100,200
t,',8,22,100,200
t,",",8,22,100,200
t,-,8,22,100,200
t,.,9,22,100,200
t,6,8,22,100,200
t,:,8,22,100,200
t,?,8,24,100,200
t,B,8,22,100,200
t,C,8,22,100,200
t,D,8,24,100,200
t,F,8,24,100,200
t,I,8,24,100,200
t,K,8,24,100,200
t,T,8,20,100,200
t,a,8,21,100,200
t,b,8,22,100,200
t,c,8,22,100,200
t,d,8,22,100,200
t,e,8,22,100,200
t,f,8,20,100,200
t,g,8,21,100,200
t,h,8,22,100,200
t,i,8,22,100,200
t,j,8,17,100,200
t,k,8,24,100,200
t,l,8,22,100,200
t,m,8,23,100,200
t,n,8,22,100,200
t,o,8,21,100,200
t,p,8,24,100,200
t,q,8,22,100,200
t,r,8,22,100,200
t,s,8,21,100,200
t,t,8,20,100,200
t,u,8,22,100,200
t,v,8,21,100,200
t,w,8,20,100,200
t,y,8,21,100,200
t,“,8,24,100,200
t,”,8,24,100,200
t,…,9,22,100,200
u,!,12,24,100,200
u,',9,24,100,200
u,",",11,24,100,200
u,.,11,24,100,200
u,?,9,24,100,200
u,a,9,22,100,200
u,b,10,24,100,200
u,c,9,22,100,200
u,d,9,22,100,200
u,e,9,22,100,200
u,f,8,24,100,200
u,g,9,22,100,200
u,h,8,22,100,200
u,i,11,22,100,200
u,k,8,24,100,200
u,l,11,22,100,200
u,m,11,22,100,200
u,n,15,22,100,200
u,p,11,24,100,200
u,r,11,22,100,200
u,s,9,22,100,200
u,t,20,22,100,200
u,u,8,24,100,200
u,w,8,24,100,200
u,y,8,22,100,200
u,…,12,24,100,200
v,a,8,24,100,200
v,e,8,22,100,200
v,i,8,22,100,200
v,o,8,24,100,200
w,!,8,24,100,200
w,",",8,24,100,200
w,.,8,22,100,200
w,D,8,24,100,200
w,I,8,24,100,200
w,Y,8,20,100,200
w,a,8,22,100,200
w,b,8,24,100,200
w,c,8,22,100,200
w,d,8,22,100,200
w,e,8,22,100,200
w,f,8,20,100,200
w,h,8,22,100,200
w,i,8,22,100,200
w,l,8,22,100,200
w,m,8,22,100,200
w,n,8,22,100,200
w,o,8,22,100,200
w,p,8,24,100,200
w,r,8,24,100,200
w,s,8,22,100,200
w,t,8,21,100,200
w,u,8,23,100,200
w,w,8,20,100,200
w,y,8,21,100,200
w,…,8,22,100,200
x,.,8,24,100,200
x,c,8,24,100,200
x,p,8,24,100,200
x,t,8,22,100,200
x,…,9,24,100,200
y,!,9,22,100,200
y,',8,24,100,200
y,",",8,22,100,200
y,.,8,22,100,200
y,1,8,22,100,200
y,:,8,24,100,200
y,?,8,22,100,200
y,B,8,24,100,200
y,C,8,22,100,200
y,F,8,22,100,200
y,I,8,24,100,200
y,L,8,22,100,200
y,M,8,24,100,200
y,O,8,23,100,200
y,Q,8,22,100,200
y,S,8,22,100,200
y,a,8,22,100,200
y,b,8,22,100,200
y,c,8,22,100,200
y,d,8,22,100,200
y,e,8,22,100,200
y,f,8,20,100,200
y,g,8,22,100,200
y,h,8,22,100,200
y,i,8,24,100,200
y,k,8,22,100,200
y,l,8,24,100,200
y,m,8,22,100,200
y,n,8,22,100,200
y,o,8,22,100,200
y,p,8,24,100,200
y,r,8,24,100,200
y,s,8,22,100,200
y,t,8,21,100,200
y,u,8,24,100,200
y,v,8,21,100,200
y,w,8,20,100,200
y,y,8,22,100,200
y,…,8,22,100,200
y,同,20,89,90,200
z,a,8,22,100,200
z,e,8,24,100,200
z,i,8,24,100,200
z,y,8,24,100,200
z,z,8,24,100,200
½,l,8,24,100,200
“,1,12,24,100,200
“,A,8,24,100,200
“,B,9,24,100,200
“,D,10,24,100,200
“,E,10,24,100,200
“,F,10,24,100,200
“,H,10,24,100,200
“,I,11,24,100,200
“,L,9,24,100,200
“,M,10,22,100,200
“,O,8,24,100,200
“,P,10,24,100,200
“,R,10,24,100,200
“,S,8,24,100,200
“,T,8,24,100,200
“,W,8,22,100,200
“,Y,8,24,100,200
“,a,8,24,100,200
“,b,9,24,100,200
“,h,9,24,100,200
“,n,9,24,100,200
“,…,11,24,100,200
”,",",10,24,100,200
”,.,11,24,100,200
”,?,8,24,100,200
”,w,8,22,100,200
”,…,11,24,100,200
…,-,8,22,100,199
…,?,10,24,100,200
…,A,8,22,100,200
…,C,11,22,100,200
…,D,8,24,100,200
…,I,8,24,100,200
…,N,12,24,100,200
…,T,8,24,100,200
…,h,8,24,100,200
…,s,8,24,100,200
…,”,10,22,100,200
⋯,〞,8,24,100,200
⋯,再,19,89,90,200
⋯,多,8,89,90,200
⋯,忘,8,89,90,97
⋯,来,19,89,90,200
⋯,还,19,89,90,200
⋯,金,19,89,90,200
、,七,39,89,90,200
、,三,40,89,90,200
、,二,40,89,90,200
、,五,39,89,90,200
、,六,41,89,90,200
、,四,43,89,90,200
「,嘀,14,89,90,200
「,暗,15,89,90,200
「,烂,13,89,90,200
「,疴,13,89,90,200
「,芭,14,89,90,200
」,一,62,89,90,200
」,什,59,89,90,200
」,呢,62,89,90,200
」,掉,60,89,90,200
」,的,62,89,90,200
」,这,59,89,90,200
」,香,61,89,90,200
〝,鹅,21,89,90,200
一,、,41,89,90,200
一,下,22,89,90,200
一,世,22,89,90,200
一,个,22,89,90,200
一,切,22,89,90,200
一,只,22,89,90,200
一,声,22,89,90,200
一,戏,22,89,90,200
一,时,22,89,90,200
一,条,22,89,90,200
一,班,22,89,90,200
一,至,22,89,90,200
一,试,22,89,90,200
一,阵,22,89,90,200
一,首,22,89,90,200
七,⋯,19,89,90,200
万,事,22,89,90,200
三,、,40,89,90,200
上,⋯,19,89,90,200
上,一,22,89,90,200
上,中,22,89,90,200
上,堂,22,89,90,200
上,的,22,89,90,200
上,空,22,89,90,200
下,课,22,89,90,200
下,起,22,89,90,200
下,，,43,89,90,200
下,：,43,89,90,200
不,像,22,89,90,200
不,大,22,89,90,200
不,害,22,89,90,200
不,明,22,89,90,200
不,用,22,89,90,200
不,能,22,89,90,200
不,行,22,89,90,200
不,要,22,89,90,200
不,试,22,89,90,200
不,过,22,89,90,200
且,还,22,89,90,200
世,上,22,89,90,200
世,够,22,89,90,200
世,界,22,89,90,200
业,的,22,89,90,200
两,次,22,89,90,200
个,⋯,21,89,90,200
个,「,62,89,90,200
个,墨,22,89,90,200
个,学,22,89,90,200
个,很,22,89,90,200
个,怎,22,89,90,200
个,愿,22,89,90,200
个,我,22,89,90,200
个,月,22,89,90,200
个,猪,22,89,90,200
个,王,22,89,90,200
个,窗,22,89,90,200
个,重,22,89,90,200
个,陈,22,89,90,200
中,侨,22,89,90,200
中,同,24,89,90,200
中,学,22,89,90,200
临,盆,22,89,90,200
丸,王,22,89,90,200
丸,粗,22,89,90,200
为,了,22,89,90,200
为,什,22,89,90,200
为,我,22,89,90,200
