⋯,13,13,7,13,13,8,13,13
⋯,13,13,8,13,13,7,13,13
⋯,13,13,11,12,13,11,13,13
⋯,13,13,11,13,13,11,13,13
⋯,14,14,6,15,14,7,15,14
⋯,15,14,6,14,14,7,15,14
⋯,15,16,6,16,16,6,15,16
⋯,16,16,5,16,16,6,16,16
⋯,16,16,6,15,16,6,16,16
⋯,16,16,6,16,16,5,16,16
⋯,16,16,6,16,16,5,17,16
⋯,16,16,6,16,16,6,15,16
⋯,16,16,6,16,16,6,16,16
⋯,17,17,4,17,17,5,17,17
川,23,69,8,12,61,9,13,70
训,38,69,2,11,58,3,12,70
