州,17,65,4,10,18,4,3,61,4,11,18,4,3,65
州,18,65,3,6,20,3,6,62,3,8,20,4,5,63
州,18,66,3,6,20,3,6,62,3,8,20,4,5,63
州,18,67,3,11,19,3,4,62,3,12,19,3,4,67
州,19,67,2,7,21,2,7,63,2,9,21,3,6,64
洲,30,62,2,5,17,2,5,60,3,6,18,3,5,62
洲,30,63,2,5,17,2,5,60,3,6,18,3,5,63
洲,31,64,1,6,18,1,6,61,2,7,19,2,6,64
洲,31,64,2,7,18,3,3,56,2,8,18,3,3,64
洲,32,65,1,8,19,2,4,57,1,9,19,2,4,65
